"","id","institutionCode","collectionCode","ownerInstitutionCode","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordedByID","associatedCollectors","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","substrate","host","verbatimAttributes","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","cultivationStatus","lifeStage","sex","individualCount","samplingProtocol","samplingEffort","preparations","country","stateProvince","county","municipality","locality","locationRemarks","localitySecurity","localitySecurityReason","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","sourcePrimaryKey.dbpk","collId","recordId","references"
"83950","5427395","N/A","","","HumanObservation","","1009588","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Russulales","Russulaceae","Lactarius stenophyllus","258102","Berk.","Lactarius","stenophyllus","","","","","","","","","","Ratkowsky, D. David","","","","2004-05-17","2004","5","17","138","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.950001734428454","147.20000141940307","","100","516315.0, 5244718.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","546d8749-1bce-4418-98f6-6f6b985f7f69","105","urn:uuid:a05d000e-4091-4552-9630-ee2b9afebdc0","http://mycoportal.org/portal/collections/individual/index.php?occid=5427395"
"97860","5441854","N/A","","","HumanObservation","","81079","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Mycenaceae","Panellus stipticus","186616","(Bull.) P. Karst.","Panellus","stipticus","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","1998-11-25","1998","11","25","329","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.866653","147.150008","","10000","","","","","","","","","","","","","","","","2018-08-23 19:17:58","66fba3cc-e1d3-43ad-9497-5ba0ef045180","105","urn:uuid:830ba458-2c42-4217-8828-04eba2856776","http://mycoportal.org/portal/collections/individual/index.php?occid=5441854"
"44870","5386692","N/A","","","HumanObservation","","GR130603","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Polyporales","Polyporaceae","Polyporus nigrocristatus","386139","E. Horak & Ryvarden","Polyporus","nigrocristatus","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2003-09-02","2003","9","2","245","","Tue Sep 02 00:00:00 EST 2003","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Wielangta","","0","","-42.699987","147.849999","","","-42.699987, 147.849999","","","","","","","","","","","","","","","2018-08-23 19:17:58","1fee0eb5-cf9e-41a2-9bcc-775db514a58d","105","urn:uuid:bf0beafb-ef39-4641-a928-341c2cd39b48","http://mycoportal.org/portal/collections/individual/index.php?occid=5386692"
"161661","5508236","N/A","","","HumanObservation","","50841","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Phallales","Phallaceae","Aseroe rubra","104845","Labill.","Aseroë","rubra","","","","","","","","","","Fungimap Recorder Number: 933","","","","2011-04-06","2011","4","6","96","","6/4/2011","Habitat: Rainforest. Substrate: On fallen wood. Host: Further Comments: Photo stored with record.","Rainforest.","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","South of Mole Creek, Lees Paddock Track.","","0","","-41.840833333333336","146.1588888888889","","50","-41.840833333333336, 146.1588888888889","","","","","GPS Device Unknown","","","","","","593.0","","","","2018-08-23 19:17:58","bbd233c0-55d6-47e5-b668-2f793a95680f","105","urn:uuid:52b6c774-9d28-4c00-b0b7-d65a15568d21","http://mycoportal.org/portal/collections/individual/index.php?occid=5508236"
"11117","7218405","DUKE","","","PreservedSpecimen","dc1097df-0582-44f5-a29c-b5380283b01f","0352248","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Boletales","Suillaceae","Suillus luteus","189626","(L.) Roussel","Suillus","luteus","","","","","","","","","","Rytas Vilgalys","","E. Henderson","Aus002","2017-06-08","2017","6","8","159","","6/8/2017","","under mature Pinus radiata","","","","","","","","","","","","","","","","","","Australia","New South Wales","","","Mount Tomah. Rainbow Ravine Rd., Rainbow Ravine","","","","-33.55","150.416667","WGS84","","33° 33' S 150° 25' E","","","","","","","","","","","","","","crobert","2019-04-12 11:44:24","","25","urn:uuid:dc1097df-0582-44f5-a29c-b5380283b01f","http://mycoportal.org/portal/collections/individual/index.php?occid=7218405"
"117725","5462512","N/A","","","HumanObservation","","GR126391","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius chrysopocos","154159","Gasparini","Cortinarius","chrysopocos","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2003-04-29","2003","4","29","119","","Tue Apr 29 00:00:00 EST 2003","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","The Pagoda Hut, Florentine Valley","","0","","-42.499994","146.450009","","","-42.499994, 146.450009","","","","","","","","","","","","","","","2018-08-23 19:17:58","81825aab-3b90-409e-985a-6dffb608b729","105","urn:uuid:3543da7d-e2ac-4a54-9bc4-487d49415319","http://mycoportal.org/portal/collections/individual/index.php?occid=5462512"
"161220","5507777","N/A","","","HumanObservation","","","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Agaricaceae","Agaricaceae","7561","","","","","","","","","","","","","Entropyandroar|null","","","questagame-91988","2017-07-09","2017","7","9","190","","","","","","","","","","","","","","","","","","","","","","Australia","Western Australia","","","","","0","","-31.8","115.8","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","bb37e269-0148-4a85-ab96-798003530f9d","105","urn:uuid:8886e498-2d5e-42a0-90c4-2ed51618c99c","http://mycoportal.org/portal/collections/individual/index.php?occid=5507777"
"158098","5504534","N/A","","","HumanObservation","","1014302","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Mycenaceae","Mycena mulawaestris","298534","Grgur.","Mycena","mulawaestris","","","","","","","","","","Ratkowsky, D. David","","","","2004-05-14","2004","5","14","135","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-41.30000355131799","147.36666656531935","","100","530697.0, 5427874.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","b73995d5-ae96-49a6-a937-5b434420d5ec","105","urn:uuid:36c66e4e-72be-4f6e-9447-d39242cb7670","http://mycoportal.org/portal/collections/individual/index.php?occid=5504534"
"114839","5459499","N/A","","","HumanObservation","","102459","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Mycenaceae","Mycena vinacea","299127","Cleland","Mycena","vinacea","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2002-06-16","2002","6","16","167","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-40.999989","145.666669","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","7d93b1ad-d671-4f01-8c46-b76698c61a21","105","urn:uuid:0d246e92-8b07-4cf7-8323-58eb3c014121","http://mycoportal.org/portal/collections/individual/index.php?occid=5459499"
"196181","5547362","N/A","K. Murray","","HumanObservation","","4551","","","","","","","Batrachochytrium dendrobatidis","112096","Longcore, Pessier & D.K. Nichols","Batrachochytrium","dendrobatidis","","","","","","","","","","Kriger, K.","","","","","","","","","","","","","","","","","","","","Infects:Litoria pearsoniana","","","","","","5","","","","Australia","Queensland","","","","","0","","-26.72","152.556","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","ee3b9fee-3d5a-40af-8454-541789524a69","105","urn:uuid:29cc3007-a8a9-4096-86b5-0dd1581df20c","http://mycoportal.org/portal/collections/individual/index.php?occid=5547362"
"116553","5461300","N/A","","","HumanObservation","","111341","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","17623","(Fr.) Quél.","Psathyrella","","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2003-10-15","2003","10","15","288","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-41.349991","146.916674","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","7ff262a3-72ee-43f2-9f5c-a34d12e09631","105","urn:uuid:7196f0cd-d535-42e3-a585-14fbe94e4df8","http://mycoportal.org/portal/collections/individual/index.php?occid=5461300"
"28052","5369211","N/A","","","HumanObservation","","","","","","","","","Basidiomycota","188","","","","","","","","","","","","","null|null","","","questagame-155163","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","New South Wales","","","","","0","","-33.6","151.2","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","09771bdb-4b93-4458-b521-d900ad7aef27","105","urn:uuid:90fb4abc-4e17-49cf-bdb5-ecc03d64d47e","http://mycoportal.org/portal/collections/individual/index.php?occid=5369211"
"138506","5484129","N/A","","","HumanObservation","","78689","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Russulales","Russulaceae","Russula persanguinea","412436","Cleland","Russula","persanguinea","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2004-04-22","2004","4","22","113","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.716656","146.516674","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","9d4a9a6d-9485-4bf5-bb65-1a565ad26aba","105","urn:uuid:4b8a4944-fd22-4cc8-9242-9f1e0f91b29b","http://mycoportal.org/portal/collections/individual/index.php?occid=5484129"
"113029","5457612","N/A","","","HumanObservation","","64583","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Agaricaceae","Bovista cunninghamii","118428","Kreisel","Bovista","cunninghamii","","","","","","","","","","Fungimap Recorder Number: 1287","","","","2013-06-15","2013","6","15","166","","15/6/2013","Habitat: Substrate: Host: Further Comments: Collected by Pat Leonard","","","","","","","","","","","","","","","","","","","Australia","Queensland","","","Marcoola section, Noosa N P.","","0","","-26.583333333333332","153.09166666666667","","1000","-26.583333333333332, 153.09166666666667","","","","","","","","","","","","","","","2018-08-23 19:17:58","7b1df125-9b88-414c-ab6f-21fc1edb994e","105","urn:uuid:42b58b01-226e-4430-8d1c-d650b4a7dbde","http://mycoportal.org/portal/collections/individual/index.php?occid=5457612"
"13530","3418835","PUR","","","PreservedSpecimen","","","F11008","Fungi","Fungi Incertae Sedis","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia lagenophorae","188319","Cooke","Puccinia","lagenophorae","","","","","","","","","","Clemens","","","","1942-08-01","1942","8","1","213","","Aug.-Sept. 1942","","","","Bellis perennis","","","","","","","","","","","","","","","","Australia","Queensland","","","Botanic Gardens, Brisbane","","0","","-27.46785","153.02801","","301","","jfklimek (2016-07-25 06:28:44)","","georef batch tool 2016-07-25; GeoLocate","reviewed - high confidence","","","","","","","","","","","2016-11-11 12:07:19","F11008","46","urn:uuid:518c7af5-5c38-4919-b6c9-6e5e40b1594f","http://mycoportal.org/portal/collections/individual/index.php?occid=3418835"
"193083","5544142","N/A","R. Retallick (Eungella)","","HumanObservation","","3636","","","","","","","Batrachochytrium dendrobatidis","112096","Longcore, Pessier & D.K. Nichols","Batrachochytrium","dendrobatidis","","","","","","","","","","Retallick, R.","","","","","","","","","","","","","","","","","","","","Infects:Taudactylus eungellensis","","","","","","1","","","","Australia","Queensland","","","","","0","","-21.05278","148.63278","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","ea1e7241-da58-47d7-b9ab-0148b432737f","105","urn:uuid:2c4c393e-4298-451c-9934-bbbd21b07e5c","http://mycoportal.org/portal/collections/individual/index.php?occid=5544142"
"55551","5397836","N/A","","","HumanObservation","","119597","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Mycenaceae","Mycena interrupta","185958","(Berk.) Sacc.","Mycena","interrupta","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2005-03-22","2005","3","22","81","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.099986","145.733335","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","2e2da9a0-a6f1-461c-8d65-f050b8845536","105","urn:uuid:61c10dfa-1933-4f4c-949f-2737b7bf62ef","http://mycoportal.org/portal/collections/individual/index.php?occid=5397836"
"8737","1662683","BPI","","","PreservedSpecimen","","BPI 704938","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Agaricaceae","Secotium rodwayi","418044","Massee","Secotium","rodwayi","","","Lloyd C. G.","","","","","","TYPE","","","","","","","","","","","","","","","Substrate Undetermined","","","","","","","","","","","","","","","","Australia","","","","Tasmania","","0","","-42.25","146.5","","301","","GeoLocate (High Precision)","","","","","","","","","","","","","preprocessed","2019-02-14 14:51:47","BPI 704938","24","urn:uuid:72fe6509-53b3-4b05-8650-7c7225f4288e","http://mycoportal.org/portal/collections/individual/index.php?occid=1662683"
"196093","5547272","N/A","","","HumanObservation","","8209","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Schizophyllaceae","Schizophyllum commune","189058","Fr.","Schizophyllum","commune","","","","","","","","","","Fungimap Recorder Number: 49","","","","2000-07-16","2000","7","16","198","","16/7/2000","Habitat: Eucalypt woodland Substrate: Wood Host: Eucalyptus Further Comments:","Eucalypt woodland","","","","","","","","","","","","","","","","","","Australia","South Australia","","","Inglewood, Adelaide Hills: Milbrook Reservoir","","0","","-34.81777777777778","138.82944444444445","","","-34.81777777777778, 138.82944444444445","","","","","GPS Device Unknown","","","","","","315.0","","","","2018-08-23 19:17:58","ee1e5add-55e3-4ed3-a2d7-220cb531c53f","105","urn:uuid:bc7e9b37-b518-4a7f-a6ea-e5804585bafb","http://mycoportal.org/portal/collections/individual/index.php?occid=5547272"
"60397","5402891","N/A","","","HumanObservation","","78344","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Gomphales","Gomphaceae","Ramaria capitata var. ochraceosalmonicolor","214755","(Cleland) A.M. Young & N.A. Fechner","Ramaria","capitata","var.","ochraceosalmonicolor","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2004-04-15","2004","4","15","106","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.099987","146.683338","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","34c80050-a937-4c3b-a67f-7c1aedb0f8a7","105","urn:uuid:48241ab1-6df9-4851-be4f-9ee7d29d2ef9","http://mycoportal.org/portal/collections/individual/index.php?occid=5402891"
"199551","5550855","N/A","","","HumanObservation","","999519","","Fungi","Fungi Incertae Sedis","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Heterotextus peziziformis","240699","(Berk.) Lloyd","Heterotextus","peziziformis","","","","","","","","","","Ratkowsky, D. David","","","","2005-06-20","2005","6","20","171","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.099996577364635","146.6833344532634","","100","474231.0, 5228032.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","f2a66e35-5bfc-4e88-b470-879626bad933","105","urn:uuid:5b0af37b-c608-48da-8bbb-5d2ea7b4419b","http://mycoportal.org/portal/collections/individual/index.php?occid=5550855"
