"","Record.ID","Catalogue.Number","Taxon.Concept.GUID","Scientific.Name...original","Vernacular.name...original","Scientific.Name","Taxon.Rank","Vernacular.name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Data.Resource.ID","Data.Resource.Name","Institution.ID","Institution","Collection.ID","Collection","Licence","Institution.Code","Collection.Code","Locality","Latitude...original","Longitude...original","Geodetic.datum...original","Latitude","Longitude","Coordinate.Precision","Coordinate.Uncertainty.in.Metres","Country...parsed","State...parsed","Local.Government.Areas","IMCRA.4.Regions","IBRA.7.Regions","Maximum.elevation.in.meters","Minimum.elevation.in.meters","Minimum.depth.in.meters","Maximum.depth.in.meters","Individual.count","Collector","Year","Month","Day","Event.Date...parsed","Verbatim.event.date","Basis.Of.Record...original","Basis.Of.Record","Occurrence.status","Sex","Preparations","Outlier.for.layer","Taxonomic.Quality","Location.Quality"
"12932","ef2f3260-b935-48ad-b3f0-09a70cef4f20","983528","924d7dec-4086-42f8-862b-82c3126b7040","Boletus tasmanicus","","Boletus tasmanicus","species","","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Boletus","Boletus tasmanicus","","dr710","Tasmanian Natural Values Atlas","","","","","CC-BY","","","",-42.8999966283136,147.249998675725,"EPSG:4326",-42.8999966283136,147.249998675725,NA,100,"Australia","Tasmania","Hobart (C)","","Tasmanian South East",NA,NA,NA,NA,"","David Ratkowsky (2589),G Gates (7518)",2002,1,16,"2002-01-16","","Sighting","HumanObservation","present","","","","true","true"
"393136","6944910f-cd91-4872-9ec1-ca480b086af3","1051362","7d06ff6d-0a71-4153-b162-e81fb35d951a","Postia pelliculosa","","Postia pelliculosa","species","","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Postia","Postia pelliculosa","","dr710","Tasmanian Natural Values Atlas","","","","","CC-BY","","","",-43.0999965773646,146.683334453263,"EPSG:4326",-43.0999965773646,146.683334453263,NA,100,"Australia","Tasmania","Huon Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","David Ratkowsky (2589),G Gates (7518)",2005,5,9,"2005-05-09","","Sighting","HumanObservation","present","","","","true","true"
"419228","39caeb5f-2ad2-4ed5-bcdd-bd9cd1600b59","66726","8ea0823e-b1c2-466e-8609-d8d1d70487a0","Conchomyces bursiformis","","Conchomyces bursiformis","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Conchomyces","Conchomyces bursiformis","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Kermandie Falls",-43.199986,146.866676,"",-43.199986,146.866676,NA,NA,"Australia","Tasmania","Huon Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",NA,NA,NA,"","","Observation","HumanObservation","present","","","","true","true"
"340644","4e23b2f0-706f-4e33-963b-4e83e2303b03","CHR 588614","NZOR-4-124716","Chaenothecopsis viridireagens (Nádv.) Alb.Schmidt","","Chaenothecopsis viridireagens","species","","Fungi","Ascomycota","Eurotiomycetes","Mycocaliciales","Mycocaliciaceae","Chaenothecopsis","Chaenothecopsis viridireagens","","dr2153","New Zealand Virtual Herbarium","in92","Landcare Research NZ Ltd","co214","Allan Herbarium","CC-BY","CHR","CHR","",-41.4167,147.633,"",-41.4167,147.633,NA,NA,"Australia","Tasmania","Break O'Day (M)","","Ben Lomond",NA,NA,NA,NA,"","Tibell, L;",1981,3,15,"1981-03-15","15.III.1981","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"413067","74a7939e-a9e5-4629-9387-16547b4e6d81","PERTH 817325","urn:lsid:indexfungorum.org:names:7106","Alternaria sp.","","Alternaria","genus","","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","Osborne Park",-31.95,115.86666667,"GDA94",-31.9499999992,115.86666667,NA,NA,"Australia","Western Australia","Perth (C)","","Swan Coastal Plain",NA,NA,NA,NA,"","Campbell, J.G.C.",1923,4,24,"1923-04-24","24 Apr 1923","PreservedSpecimen","PreservedSpecimen","present","","","","true","false"
"444627","191fac69-7c0c-4e01-9e97-fdf8f445a051","PERTH 4882512","NZOR-4-30360","Thysanothecium scutellatum (Fr.) D.J. Galloway","","Thysanothecium scutellatum","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Thysanothecium","Thysanothecium scutellatum","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","11 km SE of Moondyne,",-31.68305556,116.3275,"GDA94",-31.6830555592,116.3275,NA,NA,"Australia","Western Australia","Toodyay (S)","","Jarrah Forest",NA,NA,NA,NA,"","Davis, R.",1996,6,17,"1996-06-17","17 Jun 1996","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"96127","d95fc496-0abd-40ba-89ba-e53d75b1fbc2","202566","NZOR-4-61265","Alternaria alternata","","Alternaria alternata","species","","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria alternata","","dr695","GBIF records","","","","","other","CABI","IMI","",NA,NA,"",NA,NA,NA,NA,"Australia","","","","",NA,NA,NA,NA,"","",NA,NA,NA,"","","","","present","","","","true",""
"277405","8b1ec494-97db-4789-b7af-49c793969e67","PERTH 8242232","urn:lsid:indexfungorum.org:names:17848","Inocybe fulvotomentosa Matheny, Bougher, R.M.Rob. & K.Syme","","Inocybe","genus","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","London Forest Block, intersection of Mountain Road and Renzo Road extension",-34.766026,116.928669,"GDA94",-34.7660259991,116.928669,NA,10000,"Australia","Western Australia","Denmark (S)","","Jarrah Forest",NA,NA,NA,NA,"","Matheny, P.B. | Syme, K. | Robinson, R. | Bougher, N.L.",2010,6,10,"2010-06-10","10 Jun 2010","PreservedSpecimen","PreservedSpecimen","present","","","","true","false"
"107876","b527b1eb-5d6a-4c87-86dd-2d4230ec4e0d","104795","d69d5b22-a97d-4cef-bfab-9afdfe4de251","Heterotextus peziziformis","","Heterotextus peziziformis","species","","Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Heterotextus","Heterotextus peziziformis","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Hartz Mtn. NP, Lake Osborne + site of old hut",-43.216656,146.766666,"",-43.216656,146.766666,NA,NA,"Australia","Tasmania","Huon Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",2002,12,24,"2002-12-24","","Observation","HumanObservation","present","","","","true","true"
"207399","c2d7e620-2429-464c-8fc0-0c395fe3057a","26376","7f114cf6-48ce-4d41-a504-36cc64e1bd11","Calostoma rodwayi","","Calostoma rodwayi","species","","Fungi","Basidiomycota","Agaricomycetes","Boletales","Calostomataceae","Calostoma","Calostoma rodwayi","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Near Marysville. Cumberland Falls Track.",-37.5666666666667,145.875,"EPSG:4326",-37.5666666666667,145.875,NA,1000,"Australia","Victoria","Yarra Ranges (S)","","South Eastern Highlands",NA,NA,NA,NA,"","Fungimap Recorder Number: 903",1963,4,25,"1963-04-25","25/4/1963","HumanObservation","HumanObservation","present","","","","true","true"
"484305","0e474ed0-0bab-4527-9a0e-d4303121453f","HO 587415","urn:lsid:indexfungorum.org:names:17810","Hygrophorus","","Hygrophorus","genus","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrophorus","","","dr10574","HO AVH data","in25","Tasmanian Museum and Art Gallery","co60","Tasmanian Herbarium","CC-BY 3.0 (Au)","HO","HO","Milkshake Hills [Regional] Reserve, on foot track within 100 m of carpark",-41.1,145.166667,"",-41.1,145.166667,NA,1000,"Australia","Tasmania","Circular Head (M)","","King",NA,NA,NA,NA,"","Mills, A.K.",1987,5,15,"1987-05-15","15 May 1987","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"61552","d8d37655-2d78-4a06-b6bf-5a86eb3325a7","MEL 1055269A","NZOR-4-20624","Verrucaria margacea","","Verrucaria margacea","species","","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Verrucaria","Verrucaria margacea","","dr376","MEL AVH data","in21","Royal Botanic Gardens Victoria","co55","National Herbarium of Victoria","CC-BY 3.0 (Au)","MEL","MEL","Endrick River, beside Braidwood - Nowra Road, 4 km NE of Nerriga.",-35.0167,150.0667,"",-35.0167,150.0667,NA,10000,"Australia","New South Wales","Shoalhaven (C)","","South Eastern Highlands",NA,NA,NA,NA,"","McCarthy, P.M.",1991,2,6,"1991-02-06","","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","false"
"179908","3c6b41be-4315-47ed-841d-5b6d5fee8430","","urn:lsid:indexfungorum.org:names:501494","","","Pucciniomycetes","class","","Fungi","Basidiomycota","Pucciniomycetes","","","","","","dr893","BowerBird","","","","","Creative Commons - license at record level","","","",-41.9967387,148.2579322,"WGS84",-41.9967387,148.2579322,NA,NA,"Australia","Tasmania","Glamorgan/Spring Bay (M)","","Tasmanian South East",NA,NA,NA,NA,"","Sabine T Perrone",2010,1,15,"2010-01-15","","","HumanObservation","present","","","","true","true"
"386968","254aa3a7-6acc-4ca6-ac0c-a8ab52de4017","HO 48809","NZOR-4-29381","Collema  leucocarpum Hook.f. & Taylor","","Collema leucocarpum","species","","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Collemataceae","Collema","Collema leucocarpum","","dr10574","HO AVH data","in25","Tasmanian Museum and Art Gallery","co60","Tasmanian Herbarium","CC-BY 3.0 (Au)","HO","HO","Leslie Creek, Rosebery Road",-41.883333,145.383333,"",-41.883333,145.383333,NA,1000,"Australia","Tasmania","West Coast (M)","","Tasmanian West",NA,NA,NA,NA,"","Bratt, G.C.",1967,3,31,"1967-03-31","31 Mar 1967","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"54953","e923cc32-6451-477b-9990-d6a4ba4a3e49","MEL 2053342A","1ad42aca-f567-459d-9408-499ffb2349de","Tricholoma terreum","","Tricholoma terreum","species","Grey Knight","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma terreum","","dr376","MEL AVH data","in21","Royal Botanic Gardens Victoria","co55","National Herbarium of Victoria","CC-BY 3.0 (Au)","MEL","MEL","NW of the intersection of the Melba Highway and the Kinglake - Healesville Road. AMG Ref.: Mapsheet 7922 Ringwood - 3600 58455.",-37.5267,145.3656,"",-37.5267,145.3656,NA,1000,"Australia","Victoria","Murrindindi (S)","","South Eastern Highlands",NA,NA,NA,NA,"","Fuhrer, B.A.",1986,6,22,"1986-06-22","","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"166792","bb1144ed-9269-481b-9d0b-98857b3fcc75","86553","4cca92d6-bfe5-40e5-88ce-08f5a3e93934","Xylaria castorea","","Xylaria castorea","species","","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria","Xylaria castorea","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Mt. Field, Falls Loop",-42.683323,146.7,"",-42.683323,146.7,NA,1000,"Australia","Tasmania","Derwent Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",NA,NA,NA,"","","Observation","HumanObservation","present","","","","true","true"
"28209","dfa856ea-1baf-4967-9a52-0b96bbd3412a","92175","urn:lsid:indexfungorum.org:names:17886","Laccaria sp.","","Laccaria","genus","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria","","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Mt. Field, Falls Loop",-42.683323,146.7,"",-42.683323,146.7,NA,NA,"Australia","Tasmania","Derwent Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",2001,1,27,"2001-01-27","","Observation","HumanObservation","present","","","","true","true"
"481835","13a08b1c-7644-4610-8129-fa58b2ffc098","GR141532","7dc045a9-181e-45d5-8704-7dc19b80de96","Entoloma carminicolor","","Entoloma carminicolor","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma carminicolor","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Donnellys Road, Geeveston",-43.116653,146.900009,"EPSG:4326",-43.116653,146.900009,NA,NA,"Australia","Tasmania","Huon Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",2005,5,19,"2005-05-19","Thu May 19 00:00:00 EST 2005","HumanObservation","HumanObservation","present","","","","true","true"
"40509","e89612c8-f0b1-4794-a7df-03a27e1c50ad","118362","742a343e-aba9-4509-ad9b-fde97f6d97b1","Entoloma obscureotenax","","Entoloma obscureotenax","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma obscureotenax","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Marriotts Falls",-42.716655,146.65,"",-42.716655,146.65,NA,NA,"Australia","Tasmania","Derwent Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",2004,12,14,"2004-12-14","","Observation","HumanObservation","present","","","","true","true"
"48583","dedce8fa-f688-47ca-bdcf-0c2ff0a538a9","HO 53263","NZOR-4-873","Thysanothecium  hookeri Mont. & Berk.","","Thysanothecium hookeri","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Thysanothecium","Thysanothecium hookeri","","dr10574","HO AVH data","in25","Tasmanian Museum and Art Gallery","co60","Tasmanian Herbarium","CC-BY 3.0 (Au)","HO","HO","White Gum Flat Picnic Area, at foot of Mt Magog",NA,NA,"",NA,NA,NA,NA,"Australia","Western Australia","","","",NA,NA,NA,NA,"","Culberson, W.L.|Culberson, C.F.",1990,11,15,"1990-11-15","15 Nov 1990","PreservedSpecimen","PreservedSpecimen","present","","packet","","true",""
"292669","3463af3f-50b4-419c-9dc1-9ec11c8a6d72","BRI AQ0799205","1fe98d8d-d6f9-4217-8eb4-8cb2987295c8","Pycnoporus cinnabarinus (Jacq.) P.Karst.","","Pycnoporus cinnabarinus","species","","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Pycnoporus","Pycnoporus cinnabarinus","","dr2287","BRI AVH data","in42","Queensland Department of Environment and Science","co49","Queensland Herbarium","CC-BY 3.0 (Au)","BRI","Herbrecs","RICHARD UNDERWOOD REFUGE, 70KM N OF ST GEORGE.",-27.67488889,148.705,"GDA94",-27.6748888892,148.705,NA,100,"Australia","Queensland","Maranoa (R)","","Mulga Lands",NA,NA,NA,NA,"","Don, J.",2012,12,20,"2012-12-20","2012-12-20","PreservedSpecimen","PreservedSpecimen","present","","sheet","el865","true","true"
"327440","74e7592a-2ed0-464b-b28f-f8dea1b1b502","33801","2a309a7e-20d9-479f-b835-db4530273301","Anthracophyllum archeri","","Anthracophyllum archeri","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Anthracophyllum","Anthracophyllum archeri","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Old Allen Rd - east. Walpole-Nordulua NP.",-34.9597222222222,116.7825,"EPSG:4326",-34.9597222222222,116.7825,NA,50,"Australia","Western Australia","Manjimup (S)","","Warren",NA,NA,NA,NA,"","Fungimap Recorder Number: 875",2001,6,25,"2001-06-25","25/6/2001","HumanObservation","HumanObservation","present","","","","true","true"
"400303","17dd0738-463d-4ee2-8bf7-bad0d74953de","MEL 0009203A","NZOR-4-72339","Caloplaca pulcherrima","","Caloplaca pulcherrima","species","","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Caloplaca","Caloplaca pulcherrima","","dr376","MEL AVH data","in21","Royal Botanic Gardens Victoria","co55","National Herbarium of Victoria","CC-BY 3.0 (Au)","MEL","MEL","Frankston.",-38.15,145.1167,"",-38.15,145.1167,NA,10000,"Australia","Victoria","Frankston (C)","","South East Coastal Plain",NA,NA,NA,NA,"","Bastow, R.A.",1900,3,3,"1900-03-03","","PreservedSpecimen","PreservedSpecimen","present","","packet","el894","true","true"
"346394","6bc5bca8-f96e-4ea6-9ee0-8ebf4e0804ab","96149","urn:lsid:indexfungorum.org:names:17312","Clavaria amoena","","Clavaria","genus","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Mt. Field, Falls Loop",-42.683323,146.7,"",-42.683323,146.7,NA,NA,"Australia","Tasmania","Derwent Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",2001,7,19,"2001-07-19","","Observation","HumanObservation","present","","","","true","true"
"24468","eed4ff91-8984-4759-bd95-192436294af7","","47cf566e-7e6f-4da7-a84b-b25667587d70","","Fungi, wood-rotting fungi","Pycnoporus coccineus","species","","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Pycnoporus","Pycnoporus coccineus","","dr893","BowerBird","","","","","Creative Commons - license at record level","","","",-33.708757,151.2761909,"WGS84",-33.708757,151.2761909,NA,NA,"Australia","New South Wales","Pittwater (A)","","Sydney Basin",NA,NA,NA,NA,"","Judy & Rob Peters",2014,12,13,"2014-12-13","","","HumanObservation","present","","","","true","true"
"355369","672a2840-ba39-4ae9-86ae-634bb1af7680","MEL 2364660A","urn:lsid:indexfungorum.org:names:80446","Amanita","","Amanitaceae","family","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","","","","dr376","MEL AVH data","in21","Royal Botanic Gardens Victoria","co55","National Herbarium of Victoria","CC-BY 3.0 (Au)","MEL","MEL","Great Otway National Park, Anglesea Heath, east side of Flaxbournes Road, 260 m N from junction with Forest Road (site 7).",-38.3422222222,144.1666666667,"",-38.3422222222,144.1666666667,NA,50,"Australia","Victoria","Surf Coast (S)","","South East Coastal Plain",NA,NA,NA,NA,"","Austin, Carol",2007,7,5,"2007-07-05","","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"155720","c043e27a-4a3f-47b5-b79c-739c95ceb47c","PERTH 733474","NZOR-4-44693","Uromyces fabae","","Uromyces viciae-fabae","species","","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Uromyces","Uromyces viciae-fabae","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","South Perth",-31.95,115.85,"GDA94",-31.9499999992,115.85,NA,NA,"Australia","Western Australia","Perth (C)","","Swan Coastal Plain",NA,NA,NA,NA,"","W.M.Carne",NA,NA,NA,"","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"29926","ece759ac-0485-468e-a6da-f8f24c0726e9","MEL 2300471A","83a2e353-4392-4b7b-a31b-7225e30e0e2b","Dingleya tesselata","","Dingleya tessellata","species","","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Dingleya","Dingleya tessellata","","dr376","MEL AVH data","in21","Royal Botanic Gardens Victoria","co55","National Herbarium of Victoria","CC-BY 3.0 (Au)","MEL","MEL","""Lake Repose"", c. 15 km SE [of] Dunkeld.",-37.7017,142.4583,"",-37.7017,142.4583,NA,1000,"Australia","Victoria","Southern Grampians (S)","","Southern Volcanic Plain",NA,NA,NA,NA,"","Munro, D. | Munro, L.",2004,10,6,"2004-10-06","","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"26553","f533e961-f89a-44d5-bb7f-d01c07f81208","PERTH 6661602","89d7d3c7-0b38-41a7-aaf7-2845a1ca0f03","Dermocybe splendida E. Horak","","Cortinarius persplendidus","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius persplendidus","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","Plot FC4, Kingston Forest Block",-34.08788542,116.35849196,"GDA94",-34.0878854191,116.35849196,NA,100,"Australia","Western Australia","Bridgetown-Greenbushes (S)","","Jarrah Forest",NA,NA,NA,NA,"","Robinson, R.M. | Fielder, J.",2006,6,28,"2006-06-28","28 Jun 2006","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"308029","0e842b2b-caad-4172-931c-4e2022d76f23","MEL 2054605A","NZOR-4-21147","Psora decipiens","","Psora decipiens","species","","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Physciaceae","Psora","Psora decipiens","","dr376","MEL AVH data","in21","Royal Botanic Gardens Victoria","co55","National Herbarium of Victoria","CC-BY 3.0 (Au)","MEL","MEL","Pt [Point] Addis. E side of Pt Addis Road.",-38.4,144.25,"",-38.4,144.25,NA,10000,"Australia","Victoria","","Bass Strait Shelf Province","",NA,NA,NA,NA,"","Ralston, K.",1998,9,12,"1998-09-12","","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","false"
"320697","0000b0f0-b134-492c-9f03-7f8d846fc49e","7428-1","NZOR-4-118174","Xanthoparmelia metamorphosa (Gyeln.) Hale","","Xanthoparmelia metamorphosa","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Xanthoparmelia","Xanthoparmelia metamorphosa","","dr695","GBIF records","","","","","other","MAF","MAF-Lich","New South Wales, along the shoalhaven river, near Braidwood",-35.349998474121,149.72999572754,"",-35.349998474121,149.72999572754,NA,0,"Australia","New South Wales","Palerang (A)","","South East Corner",NA,NA,NA,NA,"","S. H. J. J. Louwhoff, M. C. Molina & J. A. Elix",1999,9,22,"1999-09-22","","S","PreservedSpecimen","present","","","","true","true"
"157020","8a52adf7-87a5-4968-8fdd-887af70b8cd3","GR130975","urn:lsid:indexfungorum.org:names:18018","Marasmius sp.","","Marasmius","genus","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Duckhole Lake",-43.366653,146.883332,"EPSG:4326",-43.366653,146.883332,NA,NA,"Australia","Tasmania","Huon Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",2003,9,27,"2003-09-27","Sat Sep 27 00:00:00 EST 2003","HumanObservation","HumanObservation","present","","","","true","true"
"289279","6b7db520-11bb-40a5-a3ff-3c4d6980ce2d","54023","71a93ba1-ad36-4fa1-a8b1-39ed17f3f865","Agaricus xanthodermus","","Agaricus xanthodermus","species","Yellowing Mushroom","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus xanthodermus","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","22km east [straight line] of Euroa.  Creek Junction, private property 'Tall Timbers', in paddock near house.",-36.8166666666667,145.813055555556,"EPSG:4326",-36.8166666666667,145.813055555556,NA,1000,"Australia","Victoria","Strathbogie (S)","","South Eastern Highlands",NA,NA,NA,NA,"","Fungimap Recorder Number: 1520",2012,3,8,"2012-03-08","8/3/2012","HumanObservation","HumanObservation","present","","","","true","true"
"270874","91e071c4-3589-4d27-977e-c987d295ca1c","","c706aa16-2540-4739-9f09-be3e28184063","Kodamaea ohmeri","","Kodamaea ohmeri","species","","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","","Kodamaea","Kodamaea ohmeri","","dr6248","Westmead Mycology Culture Collection","","","","","CC-BY","","","",-27.468968,153.023499,"",-27.468968,153.023499,NA,NA,"Australia","Queensland","Brisbane (C)","","South Eastern Queensland",NA,NA,NA,NA,"","",NA,NA,NA,"","","MaterialSample","MaterialSample","present","","","","true","true"
"139817","d138063d-8ed1-4d3a-aeb9-c789d296329b","PERTH 8096651","7b3b34bf-0874-406a-981d-5e458e814920","Mycenastrum corium","","Mycenastrum corium","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Mycenastrum","Mycenastrum corium","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","McCallum Park (or just west of it), near Elam Street, Victoria Park, Perth",-31.96666667,115.88333333,"GDA94",-31.9666666692,115.88333333,NA,10000,"Australia","Western Australia","Perth (C)","","Swan Coastal Plain",NA,NA,NA,NA,"","Bougher, N.L.",2005,5,18,"2005-05-18","18 May 2005","PreservedSpecimen","PreservedSpecimen","present","","","el882","true","true"
"145534","a1e2bed5-941b-4767-b8be-b8d7d425c600","MEL 0007301A","NZOR-4-29589","Pertusaria chlora","","Pertusaria","genus","","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Pertusariaceae","Pertusaria","","","dr376","MEL AVH data","in21","Royal Botanic Gardens Victoria","co55","National Herbarium of Victoria","CC-BY 3.0 (Au)","MEL","MEL","Warburton.",-37.75,145.7,"",-37.75,145.7,NA,10000,"Australia","Victoria","Yarra Ranges (S)","","South Eastern Highlands",NA,NA,NA,NA,"","Wilson, F.R.M.",1885,12,NA,"1885-12-01","","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"380402","583f46c5-6bd0-4ddf-b2d7-81ccf717081f","BRIP 52333 a","NZOR-4-57033","Colletotrichum gloeosporioides (Penz.) Penz. & Sacc.","","Colletotrichum gloeosporioides","species","","Fungi","Ascomycota","Sordariomycetes","","Glomerellaceae","Colletotrichum","Colletotrichum gloeosporioides","","dr743","Records of the Queensland Plant Pathology Herbarium","in43","Queensland Department of Agriculture and Fisheries","co53","Queensland Plant Pathology Herbarium (BRIP)","CC-BY-NC","","BRIP","Pemberton",-34.43,116.3,"",-34.43,116.3,NA,NA,"Australia","Western Australia","Manjimup (S)","","Warren",NA,NA,NA,NA,"","Dean, J.R.",NA,NA,NA,"","","","","present","","","","true","true"
"77667","cda26252-8dca-4522-8f70-f20f4ff5fdcb","CANB 253694.1","NZOR-4-29331","Neophyllis melacarpa (F.Wilson) F.Wilson","","Neophyllis melacarpa","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Sphaerophoraceae","Neophyllis","Neophyllis melacarpa","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CANB","Crossing of Pencil Pine Creek at entrance to Cradle Mountain National Park.",-41.5833,145.9167,"",-41.5833,145.9167,NA,50,"Australia","Tasmania","Kentish (M)","","Tasmanian Central Highlands",800,800,NA,NA,"","Weber, W.A.",1968,2,22,"1968-02-22","","PreservedSpecimen","PreservedSpecimen","present","","vertical","","true","true"
